,x,y,class,cluster
0,0.28283,0.88552,b'1',12
1,0.27609,0.86195,b'1',12
2,0.27273,0.84512,b'1',12
3,0.27273,0.82492,b'1',12
4,0.27273,0.78451,b'1',12
5,0.26936,0.81145,b'1',12
6,0.27609,0.76094,b'1',12
7,0.2963,0.77778,b'1',12
8,0.29966,0.81818,b'1',12
9,0.30303,0.86869,b'1',12
10,0.28956,0.85185,b'1',12
11,0.2862,0.81481,b'1',12
12,0.2862,0.78114,b'1',46
13,0.2862,0.79461,b'1',12
14,0.30303,0.83838,b'1',12
15,0.28956,0.75758,b'1',12
16,0.28956,0.73064,b'1',12
17,0.27946,0.74074,b'1',12
18,0.26936,0.76768,b'1',12
19,0.3064,0.77778,b'1',12
20,0.2963,0.74747,b'1',12
21,0.30303,0.80135,b'1',12
22,0.30976,0.84848,b'1',12
23,0.29966,0.85522,b'1',12
24,0.2963,0.87205,b'1',12
25,0.30976,0.76094,b'1',12
26,0.3165,0.79461,b'1',12
27,0.3165,0.83165,b'1',12
28,0.31313,0.73064,b'1',12
29,0.3064,0.74074,b'1',12
30,0.29293,0.72391,b'1',46
31,0.28283,0.71044,b'1',46
32,0.28283,0.73064,b'1',12
33,0.27609,0.75084,b'1',12
34,0.27609,0.72054,b'1',46
35,0.30303,0.72054,b'1',46
36,0.26936,0.74747,b'1',12
37,0.2963,0.70707,b'1',46
38,0.2862,0.83502,b'1',12
39,0.28283,0.86869,b'1',12
40,0.28956,0.69697,b'2',46
41,0.27609,0.6835,b'2',46
42,0.27609,0.6734,b'2',46
43,0.28283,0.69024,b'2',46
44,0.29966,0.67677,b'2',46
45,0.29293,0.6835,b'2',46
46,0.2862,0.6734,b'2',202
47,0.2862,0.64983,b'2',46
48,0.29966,0.68013,b'2',46
49,0.30303,0.65657,b'2',46
50,0.30303,0.633,b'2',295
51,0.30303,0.60269,b'2',295
52,0.29966,0.57239,b'2',125
53,0.3064,0.60269,b'2',295
54,0.31313,0.64646,b'2',295
55,0.30976,0.67677,b'2',46
56,0.30976,0.63973,b'2',295
57,0.28956,0.62626,b'2',46
58,0.29966,0.64646,b'2',46
59,0.2862,0.65993,b'2',46
60,0.27946,0.633,b'2',46
61,0.28283,0.61616,b'2',46
62,0.28283,0.60269,b'2',295
63,0.29293,0.61279,b'2',295
64,0.31313,0.6229,b'2',295
65,0.3064,0.6229,b'2',295
66,0.29293,0.58586,b'2',125
67,0.29293,0.56566,b'2',125
68,0.2862,0.57912,b'2',125
69,0.3064,0.56229,b'2',125
70,0.31313,0.58923,b'2',343
71,0.31313,0.59596,b'2',295
72,0.3165,0.60943,b'2',295
73,0.29966,0.61279,b'2',295
74,0.30303,0.66667,b'2',46
75,0.27609,0.6633,b'2',46
76,0.26936,0.633,b'2',46
77,0.27273,0.64983,b'2',46
78,0.29966,0.69697,b'2',46
79,0.2862,0.58923,b'2',125
80,0.26936,0.61953,b'2',46
81,0.27609,0.60943,b'2',46
82,0.30303,0.59259,b'2',295
83,0.31313,0.57912,b'2',343
84,0.29293,0.59933,b'2',295
85,0.3165,0.65657,b'2',46
86,0.3266,0.62963,b'2',295
87,0.3266,0.60606,b'2',295
88,0.32323,0.6532,b'2',295
89,0.3266,0.63973,b'2',295
90,0.3468,0.6229,b'2',295
91,0.27609,0.59259,b'2',125
92,0.3165,0.71717,b'2',202
93,0.3367,0.6835,b'2',202
94,0.3266,0.6734,b'2',202
95,0.29966,0.6835,b'2',46
96,0.29966,0.6532,b'2',46
97,0.29966,0.63973,b'2',46
98,0.28956,0.6633,b'2',46
99,0.27946,0.6633,b'2',46
100,0.27946,0.63636,b'2',46
101,0.28956,0.60943,b'2',295
102,0.28956,0.62963,b'2',46
103,0.28956,0.6431,b'2',46
104,0.29293,0.68687,b'2',46
105,0.2862,0.68687,b'2',46
106,0.28283,0.6532,b'2',46
107,0.2862,0.61953,b'2',46
108,0.29966,0.633,b'2',295
109,0.29293,0.68013,b'2',46
110,0.30303,0.69697,b'2',46
111,0.28956,0.64646,b'2',46
112,0.28956,0.6229,b'2',46
113,0.27609,0.62626,b'2',46
114,0.27609,0.6431,b'2',46
115,0.3064,0.61279,b'2',295
116,0.29966,0.6229,b'2',295
117,0.27609,0.67003,b'2',46
118,0.27946,0.6835,b'2',46
119,0.28283,0.6431,b'2',46
120,0.2862,0.61616,b'2',295
121,0.28956,0.59933,b'2',295
122,0.29293,0.55219,b'3',125
123,0.31313,0.55219,b'3',125
124,0.2862,0.56229,b'3',125
125,0.2862,0.53199,b'3',343
